2551392707,0,27083546.73,671287.514,64907.58987,-11680303.37,306109.0509,1763222.458,344118.5871,3366473.225
2568854933,0,18716272.13,671287.514,227176.5645,355582.0905,0,204144.6639,171206.9883,6933584.964
2579626123,0,14948551.99,671287.514,129815.1797,3376259.724,0,1783105.829,170303.1727,3144644.618
2588338106,46362.56489,14023747.95,671287.514,113588.2823,4573251.926,0,1294380.348,261289.94,-1008946.754
2596547084,115906.4098,19450243.58,671287.514,81134.48734,10604749.9,0,1316871.943,207893.738,1369385.412
2613794400,36510.5193,23560483.74,671287.514,81134.48734,5597256.345,0,701802.4468,96915.05451,-6382058.48
2632734969,0,17945602.1,671287.514,97361.3848,-1763616.024,0,4293136.843,1224363.6,-1800351.475
2647010544,0,14361374.82,671287.514,129815.1797,-715302.703,0,1995278.395,169771.6911,5712885.747
2659606160,0,12428583.32,689315.0494,162268.9747,-1018616.886,0,484010.3941,360167.0051,10109001.3
2669491172,0,10786933.83,689315.0494,81134.48734,131472.6605,0,3172021.648,394377.3002,6788898.707
2678134726,18255.25965,9771606.651,689315.0494,210949.6671,246042.6799,0,2599499.238,434315.8278,-5479240.369
2685497778,0,9663957.504,689315.0494,210949.6671,1400641.037,0,846899.1659,605470.7827,7011489.155
2691311426,0,9057207.767,689315.0494,259630.3595,2294614.533,0,1427760.081,499153.7863,334114.3712
2697575966,8113.448734,8881054.618,689315.0494,113588.2823,1821724.651,0,1032455.104,822943.6556,-196819.0746
2703113600,344821.5712,10011370.66,689315.0494,32453.79493,4096789.423,0,1084706.699,705855.0704,2214669.67
2710367985,46652.33022,14547314.26,689315.0494,32453.79493,6617812.552,0,4464205.28,554516.8562,9473254.165
2718532146,0,11320286.42,689315.0494,32453.79493,2434356.14,0,8872736.887,584682.6037,9893958.567
2723632012,18255.25965,8477370.317,689315.0494,210949.6671,2495495.107,0,2221733.696,107037.8006,-6843172.211
2726279905,6085.08655,6730518.252,689315.0494,162268.9747,3237126.173,0,714367.3991,745090.7651,-656376.709
2728179549,0,5632007.639,689315.0494,129815.1797,2913233.949,0,3397724.314,139093.075,7414407.428
2729795110,0,4968986.757,689315.0494,129815.1797,2534295.348,0,498887.295,148713.4357,-3160882.734
2731781537,0,4724329.605,689315.0494,162268.9747,1886318.626,0,401930.4046,357444.0476,1554267.589
2733616618,0,4876017.039,689315.0494,308311.0519,2043309.881,0,15619418.68,190697.0236,-4025009.109
2735307944,0,5340865.628,689315.0494,243403.462,2716820.717,0,524443.3895,525574.4968,6069990.98
2737972111,0,5678492.498,689315.0494,210949.6671,2114060.943,0,1712350.896,36943.82183,3304576.468
