"STATION","NAME","DATE","TMAX"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-09","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-10","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-11","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-12","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-13","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-14","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-15","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-16","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-17","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-18","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-19","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-20","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-21","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-22","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-23","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-24","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-25","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-26","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-27","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-28","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-29","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-30","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-10-31","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-01","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-02","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-03","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-04","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-05","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-06","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-07","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-08","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-09","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-10","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-11","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-12","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-13","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-14","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-15","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-16","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-17","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-18","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-19","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-20","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-21","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-22","60"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-23","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-24","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-25","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-26","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-27","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-28","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-29","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-11-30","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-01","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-02","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-03","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-04","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-05","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-06","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-07","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-08","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-09","56"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-10","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-11","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-12","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-13","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-14","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-15","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-16","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-17","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-18","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-19","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-20","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-21","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-22","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-23","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-24","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-25","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-26","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-27","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-28","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-29","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-30","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2013-12-31","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-01","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-02","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-03","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-04","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-05","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-06","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-07","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-08","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-09","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-10","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-11","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-12","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-13","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-14","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-15","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-16","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-17","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-18","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-19","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-20","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-21","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-22","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-23","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-24","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-25","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-26","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-27","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-28","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-29","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-30","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-01-31","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-01","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-02","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-03","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-04","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-05","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-06","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-07","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-08","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-09","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-10","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-11","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-12","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-13","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-14","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-15","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-16","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-17","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-18","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-19","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-20","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-21","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-22","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-23","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-24","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-25","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-26","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-27","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-02-28","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-01","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-02","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-03","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-04","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-05","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-06","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-07","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-08","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-09","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-10","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-11","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-12","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-13","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-14","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-15","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-16","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-17","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-18","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-19","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-20","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-21","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-22","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-23","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-24","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-25","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-26","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-27","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-28","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-29","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-30","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-03-31","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-01","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-02","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-03","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-04","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-05","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-06","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-07","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-08","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-09","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-10","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-11","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-12","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-13","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-14","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-15","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-16","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-17","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-18","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-19","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-20","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-21","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-22","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-23","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-24","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-25","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-26","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-27","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-28","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-29","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-04-30","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-01","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-02","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-03","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-04","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-05","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-06","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-07","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-08","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-09","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-10","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-11","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-12","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-13","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-14","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-15","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-16","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-17","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-18","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-19","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-20","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-21","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-22","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-23","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-24","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-25","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-26","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-27","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-28","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-29","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-30","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-05-31","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-01","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-02","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-03","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-04","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-05","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-06","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-07","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-08","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-09","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-10","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-11","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-12","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-13","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-14","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-15","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-16","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-17","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-18","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-19","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-20","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-21","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-22","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-23","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-24","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-25","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-26","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-27","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-28","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-29","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-06-30","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-01","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-02","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-03","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-04","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-05","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-06","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-07","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-08","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-09","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-10","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-11","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-12","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-13","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-14","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-15","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-16","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-17","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-18","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-19","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-20","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-21","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-22","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-23","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-24","116"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-25","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-26","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-27","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-28","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-29","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-30","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-07-31","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-01","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-02","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-03","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-04","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-05","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-06","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-07","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-08","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-09","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-10","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-11","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-12","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-13","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-14","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-15","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-16","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-17","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-18","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-19","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-20","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-21","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-22","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-23","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-24","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-25","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-26","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-27","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-28","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-29","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-30","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-08-31","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-01","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-02","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-03","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-04","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-05","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-06","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-07","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-08","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-09","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-10","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-11","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-12","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-13","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-14","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-15","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-16","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-17","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-18","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-19","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-20","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-21","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-22","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-23","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-24","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-25","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-26","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-27","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-28","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-29","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-09-30","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-01","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-02","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-03","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-04","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-05","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-06","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-07","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-08","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-09","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-10","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-11","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-12","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-13","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-14","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-15","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-16","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-17","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-18","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-19","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-20","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-21","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-22","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-23","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-24","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-25","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-26","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-27","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-28","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-29","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-30","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-10-31","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-01","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-02","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-03","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-04","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-05","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-06","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-07","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-08","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-09","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-10","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2014-11-11","84"
