"STATION","NAME","DATE","TMAX"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-08","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-09","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-10","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-11","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-12","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-13","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-14","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-15","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-16","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-17","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-18","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-19","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-20","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-21","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-22","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-23","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-24","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-25","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-26","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-27","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-28","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-29","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-06-30","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-01","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-02","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-03","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-04","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-05","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-06","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-07","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-08","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-09","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-10","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-11","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-12","115"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-13","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-14","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-15","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-16","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-17","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-18","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-19","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-20","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-21","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-22","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-23","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-24","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-25","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-26","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-27","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-28","115"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-29","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-30","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-07-31","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-01","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-02","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-03","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-04","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-05","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-06","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-07","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-08","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-09","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-10","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-11","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-12","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-13","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-14","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-15","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-16","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-17","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-18","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-19","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-20","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-21","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-22","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-23","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-24","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-25","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-26","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-27","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-28","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-29","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-30","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-08-31","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-01","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-02","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-03","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-04","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-05","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-06","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-07","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-08","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-09","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-10","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-11","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-12","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-13","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-14","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-15","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-16","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-17","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-18","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-19","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-20","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-21","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-22","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-23","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-24","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-25","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-26","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-27","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-28","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-29","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-09-30","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-01","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-02","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-03","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-04","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-05","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-06","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-07","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-08","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-09","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-10","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-11","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-12","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-13","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-14","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-15","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-16","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-17","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-18","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-19","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-20","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-21","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-22","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-23","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-24","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-25","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-26","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-27","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-28","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-29","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-30","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-10-31","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-01","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-02","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-03","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-04","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-05","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-06","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-07","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-08","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-09","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-10","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-11","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-12","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-13","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-14","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-15","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-16","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-17","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-18","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-19","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-20","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-21","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-22","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-23","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-24","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-25","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-26","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-27","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-28","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-29","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-11-30","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-01","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-02","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-03","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-04","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-05","60"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-06","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-07","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-08","55"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-09","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-10","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-11","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-12","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-13","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-14","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-15","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-16","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-17","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-18","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-19","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-20","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-21","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-22","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-23","56"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-24","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-25","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-26","60"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-27","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-28","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-29","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-30","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2009-12-31","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-01","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-02","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-03","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-04","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-05","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-06","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-07","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-08","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-09","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-10","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-11","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-12","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-13","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-14","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-15","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-16","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-17","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-18","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-19","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-20","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-21","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-22","60"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-23","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-24","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-25","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-26","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-27","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-28","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-29","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-30","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-01-31","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-01","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-02","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-03","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-04","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-05","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-06","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-07","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-08","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-09","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-10","60"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-11","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-12","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-13","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-14","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-15","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-16","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-17","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-18","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-19","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-20","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-21","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-22","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-23","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-24","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-25","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-26","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-27","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-02-28","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-01","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-02","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-03","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-04","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-05","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-06","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-07","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-08","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-09","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-10","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-11","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-12","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-13","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-14","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-15","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-16","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-17","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-18","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-19","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-20","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-21","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-22","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-23","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-24","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-25","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-26","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-27","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-28","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-29","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-30","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-03-31","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-01","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-02","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-03","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-04","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-05","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-06","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-07","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-08","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-09","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-10","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-11","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-12","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-13","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-14","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-15","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-16","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-17","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-18","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-19","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-20","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-21","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-22","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-23","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-24","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-25","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-26","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-27","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-28","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-29","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-04-30","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-01","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-02","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-03","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-04","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-05","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-06","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-07","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-08","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-09","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-10","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-11","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-12","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-13","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-14","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-15","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-16","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-17","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-18","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-19","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-20","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-21","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-22","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-23","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-24","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-25","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-26","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-27","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-28","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-29","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-30","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-05-31","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-01","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-02","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-03","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-04","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-05","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-06","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-07","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-08","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-09","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-10","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-11","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-12","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-13","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-14","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-15","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-16","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-17","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-18","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-19","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-20","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-21","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-22","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-23","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-24","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-25","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-26","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-27","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-28","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-29","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-06-30","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-01","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-02","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-03","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-04","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-05","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-06","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-07","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-08","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-09","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-10","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2010-07-11","107"
